ano;mes;processo_numero;colocacao_lona_situacao;colocacao_lona_data;colocacao_lona_justificativa;colocacao_lona_metragem;colocacao_lona_qtd_pontos 
 2015;03-marco;8007313815;Sim;11/03/2015;Nº 2771; 320; 1
 2014;02-fevereiro;8001778014;Sim;10/02/2014;LONA COLOCADA; 160; 1
 2014;02-fevereiro;8001645014;Sim;05/02/2014;; 120; 1
 2014;02-fevereiro;8001648014;Sim;05/02/2014;; 120; 1
 2014;02-fevereiro;8001653314;Sim;05/02/2014;; 240; 1
 2014;02-fevereiro;8001659114;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001661614;Sim;06/02/2014;; 240; 1
 2014;02-fevereiro;8001665114;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001672814;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001674014;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001676314;Sim;06/02/2014;; 240; 1
 2014;02-fevereiro;8001679214;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001686914;Sim;06/02/2014;; 360; 1
 2014;02-fevereiro;8001688114;Sim;06/02/2014;; 240; 1
 2014;02-fevereiro;8001691214;Sim;06/02/2014;; 240; 1
 2014;02-fevereiro;8001693514;Sim;10/02/2014;LONA COLOCADA; 160; 1
 2014;02-fevereiro;8001696414;Sim;06/02/2014;; 240; 1
 2014;02-fevereiro;8001700114;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001702414;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8002183014;Sim;12/02/2014;; 120; 1
 2014;02-fevereiro;8001705314;Sim;06/02/2014;; 120; 1
 2014;02-fevereiro;8001706014;Sim;07/02/2014;; 120; 1
 2014;02-fevereiro;8001707614;Sim;19/02/2014;; 320; 1
 2014;02-fevereiro;8001788614;Sim;18/02/2014;; 160; 1
 2014;03-marco;8001797514;Sim;11/03/2014;; 120; 1
 2014;02-fevereiro;8001834814;Sim;10/02/2014;; 240; 1
 2014;02-fevereiro;8001841414;Sim;07/02/2014;; 200; 1
 2014;02-fevereiro;8001844314;Sim;07/02/2014;; 240; 1
 2014;02-fevereiro;8001846614;Sim;07/02/2014;; 240; 1
 2014;02-fevereiro;8001848914;Sim;07/02/2014;; 120; 1
 2014;02-fevereiro;8001851014;Sim;07/02/2014;; 240; 1
 2014;02-fevereiro;8001858414;Sim;07/02/2014;; 120; 1
 2014;03-marco;8001923014;Sim;13/03/2014;; 240; 1
 2014;02-fevereiro;8001876214;Sim;17/02/2014;; 160; 1
 2014;02-fevereiro;8001877914;Sim;18/02/2014;; 160; 1
 2014;02-fevereiro;8001725414;Sim;10/02/2014;LONA COLOCADA; 160; 1
 2014;02-fevereiro;8001726014;Sim;10/02/2014;LONA COLOCADA; 960; 1
 2014;02-fevereiro;8001887414;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8001948314;Sim;18/02/2014;FOI FEITO LIMPEZA DE LIXO E CAMPINAÇÃO; 160; 1
 2014;03-marco;8004510914;Sim;24/03/2014;; 120; 1
 2014;03-marco;8002084214;Sim;12/03/2014;; 160; 1
 0;Não informado;8001988514;Não;;Solicitação da Reg. OESTE; 0; 0
 2014;02-fevereiro;8002086514;Sim;18/02/2014;; 160; 1
 2014;03-marco;8012906713;Sim;07/03/2014;; 80; 1
 2014;03-marco;8004678714;Sim;26/03/2014;; 320; 1
 2014;02-fevereiro;8002019614;Sim;10/02/2014;; 120; 1
 2014;02-fevereiro;8002021014;Sim;10/02/2014;; 360; 1
 2014;02-fevereiro;8002018014;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002023314;Sim;10/02/2014;; 80; 1
 2014;02-fevereiro;8002144514;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8002026214;Sim;10/02/2014;; 240; 1
 2014;02-fevereiro;8002028514;Sim;10/02/2014;; 120; 1
 2014;02-fevereiro;8002032214;Sim;10/02/2014;; 120; 1
 2014;03-marco;8003064514;Sim;11/03/2014;ROÇAGEM; 160; 1
 2014;02-fevereiro;8002035114;Sim;10/02/2014;; 120; 1
 2014;02-fevereiro;8002045714;Sim;14/02/2014;; 240; 1
 2014;03-marco;8002147414;Sim;12/03/2014;roçagem; 320; 1
 2014;02-fevereiro;8002052314;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8002108914;Sim;17/02/2014;; 160; 1
 2014;03-marco;8002114914;Sim;14/03/2014;; 240; 1
 2014;02-fevereiro;8002149714;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8002150514;Sim;28/02/2014;ROÇAGEM DE GRANDE PORTE; 160; 1
 2014;02-fevereiro;8002703414;Sim;21/02/2014;; 120; 1
 2014;02-fevereiro;8002186014;Sim;13/02/2014;; 360; 1
 2014;02-fevereiro;8002188214;Sim;13/02/2014;; 120; 1
 2014;02-fevereiro;8002195914;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002196514;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002204814;Sim;24/02/2014;ROÇAGEM GRANDE; 320; 1
 2014;02-fevereiro;8002201914;Sim;17/02/2014;; 120; 1
 2014;03-marco;8002217214;Sim;10/03/2014;; 120; 1
 2015;03-marco;8006936115;Sim;09/03/2015;Nº 2761; 160; 1
 2014;03-marco;8002222614;Sim;11/03/2014;; 160; 1
 2014;02-fevereiro;8002224914;Sim;18/02/2014;CAPINAÇÃO GRANDE PORTE E 14 PIQUETES; 160; 1
 2014;02-fevereiro;8002235014;Sim;18/02/2014;; 160; 1
 2014;02-fevereiro;8002438914;Sim;18/02/2014;; 120; 1
 2014;02-fevereiro;8002363914;Sim;25/02/2014;; 240; 1
 2014;02-fevereiro;8002455014;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8002371114;Sim;14/02/2014;; 240; 1
 2014;02-fevereiro;8002374014;Sim;14/02/2014;; 80; 1
 2014;02-fevereiro;8002376314;Sim;14/02/2014;; 360; 1
 2014;02-fevereiro;8002378614;Sim;14/02/2014;; 80; 1
 2014;02-fevereiro;8002381714;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002382314;Sim;17/02/2014;; 240; 1
 2014;02-fevereiro;8002386914;Sim;17/02/2014;; 240; 1
 2014;02-fevereiro;8002469114;Sim;18/02/2014;; 240; 1
 2014;02-fevereiro;8002389814;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002392914;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002394114;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002395814;Sim;17/02/2014;; 240; 1
 2014;02-fevereiro;8002472214;Sim;18/02/2014;; 120; 1
 2014;02-fevereiro;8002399314;Sim;17/02/2014;; 240; 1
 2014;02-fevereiro;8002404714;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002406014;Sim;17/02/2014;; 120; 1
 2014;02-fevereiro;8002474514;Sim;18/02/2014;; 120; 1
 2014;02-fevereiro;8002408214;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002411314;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002475114;Sim;19/02/2014;; 360; 1
 2014;02-fevereiro;8002413614;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002415914;Sim;14/02/2014;; 240; 1
 2014;02-fevereiro;8002416514;Sim;14/02/2014;; 240; 1
 2014;02-fevereiro;8002417114;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002478014;Sim;19/02/2014;; 80; 1
 2014;02-fevereiro;8002420214;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002422514;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002424814;Sim;14/02/2014;; 360; 1
 2014;02-fevereiro;8002427714;Sim;14/02/2014;; 120; 1
 2014;02-fevereiro;8002483414;Sim;19/02/2014;; 80; 1
 2014;02-fevereiro;8002430814;Sim;14/02/2014;; 240; 1
 2014;02-fevereiro;8002431414;Sim;14/02/2014;; 240; 1
 2014;02-fevereiro;8002433714;Sim;18/02/2014;; 240; 1
 2014;02-fevereiro;8002434314;Sim;18/02/2014;; 240; 1
 2014;02-fevereiro;8002487014;Sim;19/02/2014;; 240; 1
 2014;02-fevereiro;8002698014;Sim;21/02/2014;; 120; 1
 2014;03-marco;8002659514;Sim;20/03/2014;; 240; 1
 2014;02-fevereiro;8002491714;Sim;19/02/2014;; 120; 1
 2014;02-fevereiro;8002495214;Sim;19/02/2014;; 240; 1
 2014;03-marco;8004905314;Sim;31/03/2014;; 240; 1
 2014;02-fevereiro;8002637114;Sim;20/02/2014;; 240; 1
 2014;02-fevereiro;8002681014;Sim;13/02/2014;; 120; 1
 2014;02-fevereiro;8002638814;Sim;20/02/2014;; 360; 1
 2014;02-fevereiro;8002641914;Sim;20/02/2014;; 240; 1
 2014;02-fevereiro;8002643114;Sim;24/02/2014;; 240; 1
 2014;02-fevereiro;8002644814;Sim;20/02/2014;; 240; 1
 2014;02-fevereiro;8002701114;Sim;21/02/2014;; 120; 1
 2014;02-fevereiro;8002645414;Sim;20/02/2014;; 480; 1
 2014;02-fevereiro;8002685614;Sim;20/02/2014;; 120; 1
 2014;02-fevereiro;8002648314;Sim;20/02/2014;; 360; 1
 2014;02-fevereiro;8002650814;Sim;20/02/2014;; 240; 1
 2014;02-fevereiro;8002688514;Sim;20/02/2014;; 120; 1
 2014;02-fevereiro;8002651414;Sim;20/02/2014;; 200; 1
 2014;02-fevereiro;8002951814;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8002707014;Sim;21/02/2014;; 120; 1
 2014;02-fevereiro;8002710014;Sim;21/02/2014;; 80; 1
 2014;02-fevereiro;8002713014;Sim;21/02/2014;; 240; 1
 2014;02-fevereiro;8002714614;Sim;21/02/2014;; 120; 1
 2014;02-fevereiro;8002716914;Sim;21/02/2014;; 120; 1
 2014;02-fevereiro;8002718114;Sim;21/02/2014;; 80; 1
 2014;02-fevereiro;8002720614;Sim;21/02/2014;; 80; 1
 2014;02-fevereiro;8002725814;Sim;21/02/2014;; 80; 1
 2014;02-fevereiro;8002729314;Sim;21/02/2014;; 80; 1
 2014;03-marco;8002754814;Sim;21/03/2014;; 240; 1
 2014;03-marco;8003600414;Sim;14/03/2014;; 160; 1
 2014;02-fevereiro;8002767214;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002953014;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8002772614;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002773214;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002775514;Sim;24/02/2014;; 120; 1
 2014;03-marco;8003598014;Sim;14/03/2014;; 160; 1
 2014;02-fevereiro;8002776114;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002955314;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8002778414;Sim;24/02/2014;; 240; 1
 2014;02-fevereiro;8002779014;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002784414;Sim;24/02/2014;; 120; 1
 2015;03-marco;8008586815;Sim;25/03/2015;Nº 3470; 160; 1
 2014;02-fevereiro;8002789614;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002790414;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002791014;Sim;24/02/2014;; 240; 1
 2014;02-fevereiro;8002794014;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002795614;Sim;24/02/2014;; 240; 1
 2014;02-fevereiro;8002797914;Sim;24/02/2014;; 120; 1
 2014;02-fevereiro;8002799114;Sim;24/02/2014;; 240; 1
 2014;03-marco;8002828114;Sim;19/03/2014;; 240; 1
 2014;02-fevereiro;8002960714;Sim;25/02/2014;; 240; 1
 2014;02-fevereiro;8002962014;Sim;25/02/2014;; 240; 1
 2014;03-marco;8003090614;Sim;12/03/2014;ROÇAGEM; 160; 1
 2014;02-fevereiro;8002965914;Sim;25/02/2014;; 120; 1
 2014;02-fevereiro;8002968814;Sim;25/02/2014;; 120; 1
 2014;02-fevereiro;8002970214;Sim;25/02/2014;; 360; 1
 2014;02-fevereiro;8002972514;Sim;25/02/2014;; 240; 1
 2014;02-fevereiro;8002974814;Sim;25/02/2014;; 240; 1
 2014;02-fevereiro;8002975414;Sim;25/02/2014;; 120; 1
 2014;02-fevereiro;8002979014;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8002983714;Sim;25/02/2014;; 120; 1
 2014;02-fevereiro;8002988914;Sim;25/02/2014;; 360; 1
 2014;02-fevereiro;8002990314;Sim;25/02/2014;; 120; 1
 2014;03-marco;8003121914;Sim;10/03/2014;; 240; 1
 2014;02-fevereiro;8002991014;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8002992614;Sim;26/02/2014;; 120; 1
 2014;03-marco;8002954714;Sim;10/03/2014;; 160; 1
 2014;02-fevereiro;8002995514;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8002997814;Sim;26/02/2014;; 240; 1
 2014;02-fevereiro;8002998414;Sim;26/02/2014;; 120; 1
 2014;02-fevereiro;8003208714;Sim;28/02/2014;; 240; 1
 2014;03-marco;8003092914;Sim;11/03/2014;CAPINAÇÃO; 160; 1
 2014;03-marco;8004906014;Sim;31/03/2014;; 240; 1
 2014;02-fevereiro;8003210114;Sim;28/02/2014;; 240; 1
 2014;03-marco;8003149014;Sim;07/03/2014;; 80; 1
 2014;02-fevereiro;8003213014;Sim;28/02/2014;; 120; 1
 2014;02-fevereiro;8003216014;Sim;28/02/2014;; 120; 1
 2014;03-marco;8003217614;Sim;06/03/2014;; 360; 1
 2014;02-fevereiro;8003164014;Sim;27/02/2014;; 120; 1
 2014;03-marco;8003167914;Sim;27/03/2014;; 240; 1
 2014;02-fevereiro;8003170014;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003171614;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003173914;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003174514;Sim;27/02/2014;; 240; 1
 2014;03-marco;8003283914;Sim;07/03/2014;; 240; 1
 2014;02-fevereiro;8003176814;Sim;27/02/2014;; 120; 1
 2014;02-fevereiro;8003178014;Sim;27/02/2014;; 120; 1
 2014;03-marco;8003285114;Sim;07/03/2014;; 120; 1
 2014;02-fevereiro;8003181114;Sim;27/02/2014;; 360; 1
 2014;03-marco;8003264414;Sim;07/03/2014;; 600; 1
 2014;02-fevereiro;8003184014;Sim;27/02/2014;; 360; 1
 2014;02-fevereiro;8003185714;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003186314;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003189214;Sim;27/02/2014;; 240; 1
 2014;02-fevereiro;8003192314;Sim;28/02/2014;; 120; 1
 2014;03-marco;8003271014;Sim;07/03/2014;; 120; 1
 2014;02-fevereiro;8003193014;Sim;28/02/2014;; 120; 1
 2014;02-fevereiro;8003195214;Sim;28/02/2014;; 120; 1
 2014;03-marco;8003272714;Sim;07/03/2014;; 120; 1
 2014;02-fevereiro;8003197514;Sim;28/02/2014;; 240; 1
 2014;02-fevereiro;8003201214;Sim;28/02/2014;; 360; 1
 2014;03-marco;8003276214;Sim;07/03/2014;; 240; 1
 2014;03-marco;8003299214;Sim;07/03/2014;; 360; 1
 2014;03-marco;8003305214;Sim;07/03/2014;; 240; 1
 2014;05-maio;8003322414;Sim;08/05/2014;Recibo Nº50731; 160; 1
 2014;03-marco;8003349014;Sim;11/03/2014;; 160; 1
 2014;03-marco;8003274014;Sim;07/03/2014;; 360; 1
 2014;03-marco;8003280014;Sim;07/03/2014;; 240; 1
 2014;03-marco;8003287414;Sim;07/03/2014;; 240; 1
 2014;03-marco;8003289714;Sim;07/03/2014;; 120; 1
 2014;03-marco;8003294014;Sim;07/03/2014;; 120; 1
 2014;03-marco;8004010614;Sim;17/03/2014;; 120; 1
 2014;03-marco;8003307514;Sim;07/03/2014;; 240; 1
 2014;03-marco;8003370914;Sim;19/03/2014;; 240; 1
 2014;03-marco;8003441314;Sim;10/03/2014;; 240; 1
 2014;03-marco;8003443614;Sim;10/03/2014;; 240; 1
 2014;03-marco;8003383314;Sim;14/03/2014;; 160; 1
 2014;03-marco;8003446514;Sim;10/03/2014;; 360; 1
 2015;06-junho;8018099215;Sim;30/06/2015;Nº 12964; 160; 1
 2014;03-marco;8003409214;Sim;12/03/2014;; 1120; 1
 2014;03-marco;8003418114;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003451914;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003420614;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003425814;Sim;10/03/2014;; 360; 1
 2014;03-marco;8003453114;Sim;10/03/2014;; 240; 1
 2014;03-marco;8003429314;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003456014;Sim;10/03/2014;; 240; 1
 2014;03-marco;8003431814;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003435314;Sim;10/03/2014;; 360; 1
 2014;03-marco;8003549914;Sim;19/03/2014;; 480; 1
 2014;04-abril;8003494014;Sim;12/04/2014;; 120; 1
 2014;03-marco;8003497914;Sim;21/03/2014;; 120; 1
 2014;03-marco;8003508014;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003667114;Sim;17/03/2014;; 120; 1
 2014;03-marco;8003510514;Sim;11/03/2014;; 240; 1
 2014;03-marco;8003511114;Sim;11/03/2014;; 360; 1
 2014;03-marco;8003513414;Sim;11/03/2014;; 120; 1
 2014;04-abril;8003647014;Sim;03/04/2014;; 240; 1
 2014;03-marco;8003458314;Sim;10/03/2014;; 240; 1
 2014;03-marco;8003514014;Sim;11/03/2014;; 240; 1
 2014;03-marco;8003460814;Sim;10/03/2014;; 120; 1
 2014;03-marco;8003515714;Sim;11/03/2014;; 240; 1
 2014;03-marco;8003462014;Sim;10/03/2014;; 400; 1
 2014;03-marco;8003467214;Sim;18/03/2014;; 120; 1
 2014;04-abril;8003555914;Sim;18/04/2014;; 120; 1
 2014;03-marco;8003517014;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003518614;Sim;11/03/2014;; 360; 1
 2014;03-marco;8003556514;Sim;20/03/2014;; 240; 1
 2014;03-marco;8003519214;Sim;11/03/2014;; 120; 1
 2014;05-maio;8003611614;Sim;13/05/2014;; 120; 1
 2014;03-marco;8003521714;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003523014;Sim;11/03/2014;; 120; 1
 2014;04-abril;8003557114;Sim;12/04/2014;; 120; 1
 2014;03-marco;8003525214;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003895414;Sim;14/03/2014;; 360; 1
 2014;03-marco;8003526914;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003527514;Sim;11/03/2014;; 240; 1
 2014;03-marco;8003528114;Sim;11/03/2014;; 360; 1
 2014;03-marco;8003529814;Sim;11/03/2014;; 480; 1
 0;Não informado;8003560214;Não;;LP referente à Regional Oeste; 0; 0
 2014;03-marco;8003531214;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003534114;Sim;11/03/2014;; 240; 1
 2014;03-marco;8003561914;Sim;26/03/2014;Com roçagem.; 400; 1
 2014;03-marco;8003536414;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003538714;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003540114;Sim;11/03/2014;; 120; 1
 2014;03-marco;8003575014;Sim;14/03/2014;; 480; 1
 2014;03-marco;8003577214;Sim;14/03/2014;; 120; 1
 2014;03-marco;8003576614;Sim;31/03/2014;; 120; 1
 2014;04-abril;8003580314;Sim;30/04/2014;; 120; 1
 2014;03-marco;8003583214;Sim;13/03/2014;; 320; 1
 2014;03-marco;8003589014;Sim;20/03/2014;; 240; 1
 2014;03-marco;8003599614;Sim;17/03/2014;RECIBO: 43057 / 17.03.14; 160; 1
 2014;03-marco;8003626314;Sim;20/03/2014;; 240; 1
 2014;03-marco;8003636914;Sim;17/03/2014;RECIBO: 43506 / 17.03.14; 160; 1
 2014;05-maio;8003642914;Sim;08/05/2014;; 120; 1
 2014;03-marco;8003657614;Sim;19/03/2014;19/03/14 Nº 46077; 160; 1
 2014;03-marco;8003717914;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003681414;Sim;14/03/2014;; 240; 1
 2014;04-abril;8003682014;Sim;04/04/2014;; 120; 1
 2014;03-marco;8003729714;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003698414;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003700914;Sim;12/03/2014;; 320; 1
 2014;03-marco;8003740014;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003703814;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003706714;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003741714;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003709614;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003742314;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003710414;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003744614;Sim;13/03/2014;; 240; 1
 2014;03-marco;8003713314;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003711014;Sim;14/03/2014;RECIBO 43510 / 14.03.14; 80; 1
 2014;03-marco;8003716214;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003747514;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003719114;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003748114;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003722214;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003750614;Sim;13/03/2014;; 240; 1
 2014;03-marco;8003732814;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003734014;Sim;12/03/2014;; 240; 1
 2014;03-marco;8003752914;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003736314;Sim;12/03/2014;; 120; 1
 2014;03-marco;8003753514;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003755814;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003759314;Sim;13/03/2014;; 240; 1
 2014;03-marco;8003761814;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003762414;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003764714;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003766014;Sim;13/03/2014;; 160; 1
 2014;03-marco;8003768214;Sim;13/03/2014;; 400; 1
 2014;03-marco;8003769914;Sim;13/03/2014;; 320; 1
 2014;03-marco;8003779414;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003780214;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003785414;Sim;13/03/2014;; 120; 1
 2014;03-marco;8003788314;Sim;13/03/2014;; 240; 1
